"prioridad","score","empresa","segmento","subtipo_rubro","localidad","direccion_detectada","provincia","amba_confirmado","tamano_validado","contactos_en_base","con_email","con_telefono","tiene_decisor","cargos_conocidos","fuente_principal","estado_enriquecimiento","apollo_org_id","dominio","empleados","decisor_nombre","decisor_cargo","decisor_email","en_secuencia","notas"
"A2","5","Camara Argentina del Libro","Industrial_Otros","CAMARAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","CAMARSA DISEÃ‘O SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","CAMBA SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","CAMPORESI MAQUINARIAS SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","5","Campotencia","Industrial_Otros","AGROQUIMICOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","NO","","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","Candiluz Iluminacion","Industrial_Otros","ILUMINACION, ARTEFACTOS ELECTRICOS","","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","Canteras Cerro Negro","Industrial_Otros","CAL","","Belzu 1939","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","0","3","SI","Presidente","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","Caputo","Industrial_Otros","CONSTRUCCIONES DE OBRA","","","Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","4","2","2","SI","Arquitecto","EK_DEPURAR","PENDIENTE","","","","","","","NO",""
"A2","5","CARBALLO CONSTRUCCIONES SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","5","Cardox Comercial","Industrial_Otros","COMPRESORES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","0","3","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","Carignano Vallejo Propiedades SRL","Industrial_Otros","","","PeÃ±a 2709","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","5","Carlos Garcia Herrera","Industrial_Otros","","","","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","SI","Administrador","BD_EK_DEPURAR_VARIOS","PENDIENTE","","","","","","","NO",""
"A2","5","CAROLINA VASQUETTO Y LEONARDO E MARINELLI SH","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Carplast","Industrial_Otros","INDUSTRIAL","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","SI","Ventas","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","Casa del Mestre Ind. y Com. SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Casa Mingo SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Casa Roma","Industrial_Otros","TEXTILES TEJIDOS DE ALGODON Y SUS MEZCLAS","","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","Casale Reguladores y Controles","Industrial_Otros","REGULADORES DE VELOCIDAD","","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","CASANOVA, CASANOVA Y GORAS SH","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","CASTAGNINO CONSTRUCCIONES SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","5","Castion SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Catalent","Construccion_Ingenieria","","","","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","0","SI","Supervisor de Manufactura | Supervisor de Mantenimiento","HubSpot_EK","PENDIENTE","","","","","","","NO",""
"A2","5","CCI CONSTRUCCIONES SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","5","Cebirsa S a","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","Central del Filtro","Industrial_Otros","FILTROS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","Centralpuerto","Construccion_Ingenieria","","","","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","1","SI","Jefe de Mantenimiento","HubSpot_EK","PENDIENTE","","","","","","","NO",""
"A2","5","CENTRO CONSTRUCCIONES SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Centroficina Servicios SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","CERAMICA COSMOS SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Ceramica Zanon","Industrial_Otros","PISOS CERAMICOS","","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","Cerrajeria Monroe","Industrial_Otros","CERRAJERIAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","0","3","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","Cerramet","Industrial_Otros","ACEROS INOXIDABLES, ACCESORIOS PARA LA INDUSTRIA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","NO","","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","Cetec Sudamericana","Industrial_Otros","Industria_Metal","CABA","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","NO","","ACERBRAG_PROVEEDORES","PENDIENTE","","","","","","","NO",""
"A2","5","Chocolatesmapsa","Construccion_Ingenieria","","","","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","1","SI","Responsable de Ingeniería y Mantenimiento Preventivo | Jefe de Mantenimiento","HubSpot_EK","PENDIENTE","","","","","","","NO",""
"A2","5","Chrysler Argentina","Industrial_Otros","AUTOMOTORES, AUTOMOVILES","","","Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","NO","","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","CIA AMERICANA SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Cia NorteÃ±a","Industrial_Otros","AUTOMOTORES, BUJIAS","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","SI","Vice Presidente","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","CIA. FABRIL DE CARBONES ELÃ‰CTRICOS SACI","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Cigna Argentina","Industrial_Otros","","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","0","SI","Marketing | Suscriptor","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","Cimet","Industrial_Otros","CONDUCTORES ELECTRICOS","CAPITAL FEDERAL","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","1","3","SI","Gerente","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","CITARELLA SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Claudio DRUBICH y Nelson CALIGARIS SH","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","CLEAN LOGISTICA SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Clorox Argentina","Industrial_Otros","ARTICULOS PARA LIMPIEZA","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","SI","Recursos Humanos","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","Close Up S a","Industrial_Otros","","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","Club Sudamericana","Industrial_Otros","EDITORIALES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","NO","","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","COBRE ARGENTINA LTDA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","COMARIN COMUNICACIONES Y MARKETING SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Comintexa","Industrial_Otros","BOLSAS","","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","CompaÃ±ia Fluvial del NOrte SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Compucompras","Industrial_Otros","","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","0","SI","Gerente de Sucursal","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","Computacion Exe","Industrial_Otros","Industria_Metal","CABA","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","NO","","ACERBRAG_PROVEEDORES","PENDIENTE","","","","","","","NO",""
"A2","5","COMPUTEC SISTEMAS SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","COMSALE SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","COMUNICACION EDITORIAL GRAFICA ARGENTINA SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Confecat","Industrial_Otros","Industria_Metal","Lanus Oeste","","Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","0","3","NO","","ACERBRAG_PROVEEDORES","PENDIENTE","","","","","","","NO",""
"A2","5","CONIL PUBLICIDAD SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Consorcio de Propietarios/ Dirección 11 de Sept 1902","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","SI","Arquitecto","CONTACTO COMERCIAL.xlsx (2006)","PENDIENTE","","","","","","","NO",""
"A2","5","CONSTRUCCIONES SERMANTER SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","5","CONSTRUMAQ SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","CONSULTING GROUP SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Consultora","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","0","SI","Socio Gerente","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","CONTARTESE Y COMPAÃ‘IA SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Controles Comunicaciones SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Convergencia Digital SRl","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","COOP DE TRAB DE SERV DE VIG ALERTA LTDA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Cooperativa de Trabajo Construc-Todo Ltda","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Coproser","Industrial_Otros","ARTICULOS PARA EL HOGAR","","","Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","NO","","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","Copy Club","Industrial_Otros","ARTES GRAFICAS, TALLERES GRAFICOS E IMPRENTAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","Cormoran S.a de Navegacion","Industrial_Otros","AGENCIAS MARITIMAS","","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","CORR BLAST SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Cortes y Sistemas SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Costantino","Industrial_Otros","CABLES DE ACERO","","Bulnes 1700 Esq Paraguay","Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","0","3","NO","","EK_DEPURAR","PENDIENTE","","","","","","","NO",""
"A2","5","COTTIC LTDA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","COYPRO SOCIEDAD ANONIMA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Criba","Industrial_Otros","FUNDACION MEDICA DE BAHIA BLANCA (SC.INFO.CTR)","CABA","","Ciudad Autónoma de Buenos Aires, Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","17","17","1","SI","Arquitecto","CONTACTO COMERCIAL.xlsx (2009)","PENDIENTE","","","","","","","NO",""
"A2","5","Crismar Inmobiliaria SRL","Industrial_Otros","","","Diego Paroissien 4168 Pb Local","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","Administradores de consorcios CABA.xls - Hoja4","PENDIENTE","","","","","","","NO",""
